title|url|rss|issn|publisher|subjects
Acta Cirurgica Brasileira|http://www.scielo.br/scielo.php/script_sci_serial/lng_en/pid_0102-8650/nrm_iso|https://paperity.org/rss/?q=journal_pid:182584|0102-8650, 1678-2674|Sociedade Brasileira para o Desenvolvimento da Pesquisa em Cirurgia|health sciences;surgery;laser therapy
Acta Clinica Croatica|https://hrcak.srce.hr/acta-clinica-croatica|https://paperity.org/rss/?q=journal_pid:105507|1333-9451, 0353-9466|Sestre Milosrdnice University hospital, Institute of Clinical Medical Research |general medicine;clinical medicine;biomedicine
Acta Colombiana de Psicología|https://editorial.ucatolica.edu.co/ojsucatolica/revistas_ucatolica/index.php/acta-colombiana-psicologia/|https://paperity.org/rss/?q=journal_pid:47370|0123-9155|Universidad Católica de Colombia|psychology;health;education
Acta Commercii|http://www.actacommercii.co.za|https://paperity.org/rss/?q=journal_pid:25351|1684-1999, 1680-7537|AOSIS|management;business ethics;corporate governance;organisational behaviour
Acta Crystallographica Section A: Foundations of Crystallography|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:134260|0108-7673, 1600-5724|International Union of Crystallography|-
Acta Crystallographica Section B: Structural Science|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:163013|0108-7681, 1600-5740|International Union of Crystallography|-
Acta Crystallographica Section C: Crystal Structure Communications|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:191766|0108-2701, 1600-5759|International Union of Crystallography|-
Acta Crystallographica Section E|http://journals.iucr.org/e/|https://paperity.org/rss/?q=journal_pid:16488|1600-5368|International Union of Crystallography|crystal structure determination;crystal engineering;structural chemistry
Acta Crystallographica Section E: Crystallographic Communications|http://journals.iucr.org/e/|https://paperity.org/rss/?q=journal_pid:249272|2056-9890|International Union of Crystallography|crystal structure determination;structural chemistry;crystal engineering
Acta Crystallographica Section F: Structural Biology and Crystallization Communications|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:15881|1744-3091|International Union of Crystallography|-
Acta Crystallographica. Section D, Structural Biology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:220519|2059-7983|International Union of Crystallography|-
Acta Cytologica|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:44634|0001-5547, 1938-2650|Karger Publishers|-
Acta de investigación psicológica|http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-4832&lng=en|https://paperity.org/rss/?q=journal_pid:177667|2007-4719, 2007-4832|-|-
Acta Diabetologica|https://link.springer.com/journal/592|https://paperity.org/rss/?q=journal_pid:208518|1432-5233|Springer Milan|Acta Diabetologica, Internal Medicine, Diabetes, Metabolic Diseases
Acta Didactica Napocensia|http://adn.teaching.ro/|https://paperity.org/rss/?q=journal_pid:23142|2065-1430|Babes-Bolyai University, Cluj-Napoca|didactics of sciences;didactics of mathematics;didactics of computer science;computer assisted teaching;educational sciences
Acta Didactica Norge|https://www.journals.uio.no/index.php/adno|https://paperity.org/rss/?q=journal_pid:177594|1504-9922|University of Oslo|teacher education;topical didactics;subject teaching;pedagogical content knowledge;didactics
Acta Economica|http://ae.ef.unibl.org|https://paperity.org/rss/?q=journal_pid:329522|2232-738X, 1512-858X|University of Banja Luka, Faculty of Economics |economics;management
Acta Electronica Malaysia|https://www.actaelectronicamalaysia.com/|https://paperity.org/rss/?q=journal_pid:280515|2590-4043|Zibeline International|electronics;electrical engineering;information engineering
Acta Electrotechnica et Informatica|http://aei.tuke.sk/|https://paperity.org/rss/?q=journal_pid:7531|1338-3957, 1335-8243|Technical University of Kosice  |electrical engineering;informatics;artificial intelligence
Acta Endoscopica|https://link.springer.com/journal/10190|https://paperity.org/rss/?q=journal_pid:246838|-|Lavoisier|Acta Endoscopica, Gastroenterology, Interventional Radiology, Abdominal Surgery, Oncology, Gynecology, Urology
Acta Energetica|http://actaenergetica.org/en/|https://paperity.org/rss/?q=journal_pid:254508|2300-3022|-|energy production;energy supply;management;innovation
Acta Epileptologica|https://aepi.biomedcentral.com|https://paperity.org/rss/?q=journal_pid:17327|2524-4434|BioMed Central|Acta Epileptologica, Medicine/Public Health, general, General Practice / Family Medicine, Neuroradiology, Neurology, Neurosurgery, Surgery
acta ethologica|https://link.springer.com/journal/10211|https://paperity.org/rss/?q=journal_pid:44336|1437-9546|Springer Berlin Heidelberg|acta ethologica, Behavioral Sciences, Zoology, Evolutionary Biology
Acta Fytotechnica et Zootechnica|http://www.acta.fapz.uniag.sk|https://paperity.org/rss/?q=journal_pid:248138|1336-9245, 1335-258X|Slovak University of Agriculture in Nitra|plant production;animal production;plant and animal biotechnology;plant and animal genetics;cell and molecular biology;veterinary sciences
Acta Geobalcanica|http://acta.geobalcanica.info/|https://paperity.org/rss/?q=journal_pid:436354|1857-9833|Geobalcanica Society|geography;GIS;hydrology;human geography;physical geography;geoinformation
Acta Geochimica|https://link.springer.com/journal/11631|https://paperity.org/rss/?q=journal_pid:115740|2365-7499|Science Press|Acta Geochimica, Geochemistry
Acta Geodaetica et Geophysica|https://link.springer.com/journal/40328|https://paperity.org/rss/?q=journal_pid:45085|2213-5820|Springer International Publishing|Acta Geodaetica et Geophysica, Geophysics/Geodesy
Acta Geographica Debrecina: Landscape and Environment Series|http://geo.science.unideb.hu/acta/landsenv|https://paperity.org/rss/?q=journal_pid:208861|1789-7556, 1789-4921|University of Debrecen|environmental aspects;landscape metrics;land use changes;landscape evaluation;investigation of environmental elements;human impacts
Acta Geographica Lodziensia|http://czasopisma.ltn.lodz.pl/Acta-Geographica-Lodziensia|https://paperity.org/rss/?q=journal_pid:49870|0065-1249|Łódzkie Towarzystwo Naukowe, Stowarzyszenie|-
Acta geológica lilloana|http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-6217&lng=en|https://paperity.org/rss/?q=journal_pid:115504|0567-7513, 1852-6217|-|-
Acta Geologica Polonica|http://geojournals.pgi.gov.pl/agp/|https://paperity.org/rss/?q=journal_pid:78623|0001-5709|-|-
Acta Geophysica|http://agp.igf.edu.pl/|https://paperity.org/rss/?q=journal_pid:44766|1895-6572|-|Geophysics/Geodesy
Acta Geotechnica|https://link.springer.com/journal/11440|https://paperity.org/rss/?q=journal_pid:145294|1861-1133|Springer Berlin Heidelberg|Acta Geotechnica, Geoengineering, Foundations, Hydraulics, Solid Mechanics, Geotechnical Engineering & Applied Earth Sciences, Soil Science & Conservation, Soft and Granular Matter, Complex Fluids and Microfluidics, Solid Mechanics
Acta Graphica|http://www.actagraphica.hr/|https://paperity.org/rss/?q=journal_pid:520477|1848-3828, 0353-4707|University of Zagreb,  Faculty of Graphic Arts|graphic design;computer graphics;media technology;printmaking and engineering
Acta Gymnica|http://gymnica.upol.cz|https://paperity.org/rss/?q=journal_pid:45109|2336-4920, 2336-4912|Palacký University Olomouc|kinanthropology;public health;biomechanics;sports sciences;physiotherapy;exercise physiology
Acta Haematologica|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:102140|0001-5792, 1421-9662|Karger Publishers|-
Acta Herpetologica|http://www.fupress.net/index.php/ah/index|https://paperity.org/rss/?q=journal_pid:439187|1827-9643, 1827-9635|Firenze University Press|amphibians;reptiles
Acta Histochemica et Cytochemica|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:130893|0044-5991, 1347-5800|Japan Society of Histochemistry and Cytochemistry|-
Acta historica Neosoliensia Vedecký časopis pre historické vedy|http://www.ff.umb.sk/katedry/katedra-historie/acta-historica-neosoliensia.html|https://paperity.org/rss/?q=journal_pid:136129|1336-9148|Katedra histórie, Filozofická fakulta, Univerzita Mateja Bela|-
Acta Humana|http://journals.umcs.pl/ah|https://paperity.org/rss/?q=journal_pid:158696|2082-4459|Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej|-
Acta Infologica|https://dergipark.org.tr/en/pub/acin|https://paperity.org/rss/?q=journal_pid:250028|2602-3563|-|-
Acta Informatica|https://link.springer.com/journal/236|https://paperity.org/rss/?q=journal_pid:34183|1432-0525|Springer Berlin Heidelberg|Acta Informatica, Logics and Meanings of Programs, Computer Systems Organization and Communication Networks, Software Engineering/Programming and Operating Systems, Data Structures and Information Theory, Theory of Computation, Information Systems and Communication Service
Acta Informatica Malaysia|https://www.zibelinepub.com/index.php/acta-informatica-malaysia-aim/|https://paperity.org/rss/?q=journal_pid:280248|2521-0505, 2521-0874|Zibeline International|information science;knowledge management
Acta Informatica Medica|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:159646|0353-8109, 1986-5988|Academy of Medical Sciences of Bosnia and Herzegovina, Sarajevo, Bosnia and Herzegovina|-
Acta Informatica Pragensia|http://aip.vse.cz|https://paperity.org/rss/?q=journal_pid:404182|1805-4951|University of Economics, Prague|informatics;information management;knowledge engineering;systems science
Acta Limnologica Brasiliensia|http://www.scielo.br/scielo.php?script=sci_serial&pid=2179-975X&lng=en&nrm=iso|https://paperity.org/rss/?q=journal_pid:211337|2179-975X|Associação Brasileira de Limnologia|limnology;freshwater biology;aquatic ecology;ecotoxicology
Acta Linguistica Asiatica|https://revije.ff.uni-lj.si/ala|https://paperity.org/rss/?q=journal_pid:283074|2232-3317|Ljubljana University Press|-
Acta Linguistica Asiatica|http://revije.ff.uni-lj.si/ala/|https://paperity.org/rss/?q=journal_pid:70599|2232-3317|Znanstvena založba Filozofske fakultete Univerze v Ljubljani (Ljubljana University Press, Faculty of Arts)|linguistics;Asian languages;translation studies;language education
Acta literaria|http://www.scielo.cl/scielo.php?script=sci_serial&pid=0717-6848&lng=en|https://paperity.org/rss/?q=journal_pid:226622|0717-6848|-|-
Acta Logistica|http://www.actalogistica.eu|https://paperity.org/rss/?q=journal_pid:94324|1339-5629|4S go, s.r.o.|logistics;transport;management;education
Acta Ludologica|http://actaludologica.com/|https://paperity.org/rss/?q=journal_pid:46503|2585-8599|Fakulta masmediálnej komunikácie Univerzita sv. Cyrila a Metoda|-
Acta Marisiensis: Seria Technologica|http://scientificbulletin.upm.ro/|https://paperity.org/rss/?q=journal_pid:477826|2668-4217|University Press|IT&C Applications in Engineering;mathematics;mechanical engineering;technological engineering;electrical engineering;IT&C applications in engineering
Acta Materialia Turcica|https://dergipark.org.tr/en/pub/actamat|https://paperity.org/rss/?q=journal_pid:16637|2630-5909|-|-
Acta Mathematica|https://link.springer.com/journal/11511|https://paperity.org/rss/?q=journal_pid:25684|-|Springer Netherlands|Acta Mathematica, Mathematics, general
Acta Mathematica Hungarica|https://link.springer.com/journal/10474|https://paperity.org/rss/?q=journal_pid:261114|-|Springer International Publishing|Acta Mathematica Hungarica, Mathematics, general
Acta Mathematica Scientia|https://link.springer.com/journal/10473|https://paperity.org/rss/?q=journal_pid:259269|1572-9087|Springer Singapore|Acta Mathematica Scientia, Mathematics, general, Analysis
Acta Mathematica Sinica, English Series|https://link.springer.com/journal/10114|https://paperity.org/rss/?q=journal_pid:110823|-|Institute of Mathematics, Chinese Academy of Sciences and Chinese Mathematical Society|Acta Mathematica Sinica, English Series, Mathematics, general
Acta Mathematica Vietnamica|https://link.springer.com/journal/40306|https://paperity.org/rss/?q=journal_pid:34020|2315-4144|Springer Singapore|Acta Mathematica Vietnamica, Mathematics, general
Acta Mathematicae Applicatae Sinica, English Series|https://link.springer.com/journal/10255|https://paperity.org/rss/?q=journal_pid:176984|-|Springer Berlin Heidelberg|Acta Mathematicae Applicatae Sinica, English Series, Applications of Mathematics, Math Applications in Computer Science, Theoretical, Mathematical and Computational Physics
Acta Mechanica|https://link.springer.com/journal/707|https://paperity.org/rss/?q=journal_pid:242455|1619-6937|Springer Vienna|Acta Mechanica, Theoretical and Applied Mechanics, Classical and Continuum Physics, Solid Mechanics, Engineering Fluid Dynamics, Vibration, Dynamical Systems, Control, Engineering Thermodynamics, Heat and Mass Transfer
Acta Mechanica et Automatica|http://www.actawm.pb.edu.pl/|https://paperity.org/rss/?q=journal_pid:75256|1898-4088|-|-
Acta Mechanica Sinica|https://link.springer.com/journal/10409|https://paperity.org/rss/?q=journal_pid:3880|1614-3116|The Chinese Society of Theoretical and Applied Mechanics; Institute of Mechanics, Chinese Academy of Sciences|Acta Mechanica Sinica, Theoretical and Applied Mechanics, Classical and Continuum Physics, Engineering Fluid Dynamics, Computational Intelligence
Acta Mechanica Solida Sinica|https://link.springer.com/journal/10338|https://paperity.org/rss/?q=journal_pid:216351|1860-2134|Springer Singapore|Acta Mechanica Solida Sinica, Theoretical and Applied Mechanics, Surfaces and Interfaces, Thin Films, Classical Mechanics
Acta Medica|http://actamedica.lfhk.cuni.cz/|https://paperity.org/rss/?q=journal_pid:93315|1805-9694, 1211-4286|Karolinum Press|medicine;health science
Acta Medica Academica|http://www.ama.ba|https://paperity.org/rss/?q=journal_pid:57984|1840-2879, 1840-1848|Academy of Sciences and Arts of Bosnia and Herzegovina|medicine;public health;biomedical research
Acta Medica Alanya|https://dergipark.org.tr/en/pub/medalanya|https://paperity.org/rss/?q=journal_pid:45390|2587-0319|-|-
Acta Medica Colombiana|http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-2448&lng=en|https://paperity.org/rss/?q=journal_pid:76123|0120-2448|-|-
Acta Médica Costarricense|http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=0001-6002&lng=en|https://paperity.org/rss/?q=journal_pid:11883|0001-6002, 0001-6012|-|-
Acta médica Grupo Ángeles|http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-7203&lng=en|https://paperity.org/rss/?q=journal_pid:206420|1870-7203|-|-
Acta Medica Indonesiana|http://www.inaactamedica.org/|https://paperity.org/rss/?q=journal_pid:27792|2338-2732, 0125-9326|Interna Publishing|internal medicine
Acta Medica Iranica|http://acta.tums.ac.ir/|https://paperity.org/rss/?q=journal_pid:2080|1735-9694, 0044-6025|Tehran University of Medical Sciences|medical sciences
Acta Medica Lituanica|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:188399|1392-0138, 2029-4174|Lithuaniae Academia Scientiarum|-
Acta Medica Nicomedia|https://dergipark.org.tr/en/pub/actamednicomedia|https://paperity.org/rss/?q=journal_pid:85090|1301-1987|-|-
Acta Médica Peruana|http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1728-5917&lng=en|https://paperity.org/rss/?q=journal_pid:23801|1728-5917|-|-
